,Rhyme,Kind,Line count
1257,"['Nay, you shall have no reason to complain', ""Take longer time, and view them o'er again."", 'Canst thou remember from thy earliest youth,', 'And as thy God must judge thee, speak the truth,']",aabb,4
1258,"['A single instance where, self laid aside,', 'And Justice taking place of Fear and Pride,', 'Thou with an equal eye didst Genius view,', ""And give to Merit what was Merit's due?""]",aabb,4
1259,"['Genius and Merit are a sure offence,', 'And thy soul sickens at the name of sense.', 'Is any one so foolish to succeed?', ""On Envy's altar he is doom'd to bleed.""]",aabb,4
1260,"['Hogarth, a guilty pleasure in his eyes,', 'The place of executioner supplies:', 'See how he gloats, enjoys the sacred feast,', 'And proves himself by cruelty a priest!']",aabb,4
1261,"['Whilst the weak artist, to thy whims a slave,', 'Would bury all those powers which Nature gave;', 'Would suffer blank concealment to obscure', 'Those rays thy jealousy could not endure;']",aabb,4
1262,"['To feed thy vanity would rust unknown,', 'And to secure thy credit, blast his own,', 'In Hogarth he was sure to find a friend;', 'He could not fear, and therefore might commend.']",aabb,4
1263,"['But when his spirit, roused by honest shame,', ""Shook off that lethargy, and soar'd to fame;"", 'When, with the pride of man, resolved and strong,', ""He scorn'd those fears which did his honour wrong,""]",aabb,4
1264,"['And, on himself determined to rely,', 'Brought forth his labours to the public eye,', 'No friend in thee could such a rebel know;', 'He had desert, and Hogarth was his foe.']",aabb,4
1265,"['Souls of a timorous cast, of petty name', ""In Envy's court, not yet quite dead to shame,"", 'May some remorse, some qualms of conscience feel,', 'And suffer honour to abate their zeal;']",aabb,4
1266,"['But the man truly and completely great,', 'Allows no rule of action but his hate;', 'Through every bar he bravely breaks his way,', 'Passion his principle, and parts his prey.']",aabb,4
1267,"['Mediums in vice and virtue speak a mind', 'Within the pale of temperance confined;', 'The daring spirit scorns her narrow schemes,', 'And, good or bad, is always in extremes.']",aabb,4
1268,"[""Man's practice duly weigh'd, through every age"", ""On the same plan hath Envy form'd her rage,"", ""'Gainst those whom fortune hath our rivals made,"", 'In way of science, and in way of trade:']",aabb,4
1269,"['Stung with mean jealousy she arms her spite,', 'First works, then views their ruin with delight.', 'Our Hogarth here a grand improver shines,', 'And nobly on the general plan refines;']",aabb,4
1270,"[""He like himself o'erleaps the servile bound;"", 'Worth is his mark, wherever worth is found.', 'Should painters only his vast wrath suffice?', 'Genius in every walk is lawful prize:']",aabb,4
1271,"[""'Tis a gross insult to his o'ergrown state;"", 'His love to merit is to feel his hate.', 'When Wilkes, our countryman, our common friend,', 'Arose, his king, his country to defend;']",aabb,4
1272,"['When tools of power he bared to public view,', 'And from their holes the sneaking cowards drew;', 'When Rancour found it far beyond her reach', 'To soil his honour, and his truth impeach;']",aabb,4
1273,"['What could induce thee, at a time and place', ""Where manly foes had blush'd to show their face,"", 'To make that effort which must damn thy name,', 'And sink thee deep, deep in thy grave with shame?']",aabb,4
1274,"[""Did virtue move thee? No; 'twas pride, rank pride,"", 'And if thou hadst not done it, thou hadst died.', 'Malice (who, disappointed of her end,', 'Whether to work the bane of foe or friend,']",aabb,4
1275,"['Preys on herself, and, driven to the stake,', 'Gives Virtue that revenge she scorns to take)', ""Had kill'd thee, tottering on life's utmost verge,"", 'Had Wilkes and Liberty escaped thy scourge.']",aabb,4
1276,"['When that Great Charter, which our fathers bought', 'With their best blood, was into question brought;', ""When, big with ruin, o'er each English head"", 'Vile Slavery hung suspended by a thread;']",aabb,4
1277,"['When Liberty, all trembling and aghast,', ""Fear'd for the future, knowing what was past;"", ""When every breast was chill'd with deep despair,"", 'Till Reason pointed out that Pratt was there;--']",aabb,4
1278,"['Lurking, most ruffian-like, behind the screen,', 'So placed all things to see, himself unseen,', 'Virtue, with due contempt, saw Hogarth stand,', 'The murderous pencil in his palsied hand.']",aabb,4
1279,"['What was the cause of Liberty to him,', 'Or what was Honour? let them sink or swim,', 'So he may gratify, without control,', 'The mean resentments of his selfish soul;']",aabb,4
1280,"['Let Freedom perish, if, to Freedom true,', 'In the same ruin Wilkes may perish too.', 'With all the symptoms of assured decay,', ""With age and sickness pinch'd and worn away,""]",aabb,4
1281,"['Pale quivering lips, lank cheeks, and faltering tongue,', 'The spirits out of tune, the nerves unstrung,', ""Thy body shrivell'd up, thy dim eyes sunk"", 'Within their sockets deep, thy weak hams shrunk,']",aabb,4
1282,"[""The body's weight unable to sustain,"", 'The stream of life scarce trembling through the vein,', ""More than half kill'd by honest truths which fell,"", ""Through thy own fault, from men who wish'd thee well""]",aabb,4
1283,"[""Canst thou, e'en thus, thy thoughts to vengeance give,"", 'And, dead to all things else, to malice live?', 'Hence, dotard, to thy closet; shut thee in;', 'By deep repentance wash away thy sin;']",aabb,4
1284,"['From haunts of men to shame and sorrow fly,', 'And, on the verge of death, learn how to die!', 'Vain exhortation! wash the Ethiop white,', ""Discharge the leopard's spots, turn day to night,""]",aabb,4
1285,"['Control the course of Nature, bid the deep', 'Hush at thy pigmy voice her waves to sleep', 'Perform things passing strange, yet own thy art', 'Too weak to work a change in such a heart;']",aabb,4
1286,"['That Envy, which was woven in the frame', 'At first, will to the last remain the same.', ""Reason may droop, may die; but Envy's rage"", 'Improves by time, and gathers strength from age.']",aabb,4
1287,"['Some, and not few, vain triflers with the pen,', 'Unread, unpractised in the ways of men,', 'Tell us that Envy, who, with giant stride,', ""Stalks through the vale of life by Virtue's side,""]",aabb,4
1288,"['Retreats when she hath drawn her latest breath,', 'And calmly hears her praises after death.', 'To such observers Hogarth gives the lie;', 'Worth may be hearsed, but Envy cannot die;']",aabb,4
1289,"['Within the mansion of his gloomy breast,', 'A mansion suited well to such a guest,', ""Immortal, unimpair'd, she rears her head,"", 'And damns alike the living and the dead.']",aabb,4
1290,"['Oft have I known thee, Hogarth, weak and vain,', 'Thyself the idol of thy awkward strain,', ""Through the dull measure of a summer's day,"", 'In phrase most vile, prate long, long hours away,']",aabb,4
1291,"['Whilst friends with friends, all gaping sit, and gaze,', ""To hear a Hogarth babble Hogarth's praise."", 'But if athwart thee Interruption came,', ""And mention'd with respect some ancient's name,""]",aabb,4
1292,"[""Some ancient's name who, in the days of yore,"", 'The crown of Art with greatest honour wore,', 'How have I seen thy coward cheek turn pale,', 'And blank confusion seize thy mangled tale!']",aabb,4
1293,"['How hath thy jealousy to madness grown,', ""And deem'd his praise injurious to thy own!"", 'Then without mercy did thy wrath make way,', 'And arts and artists all became thy prey;']",aabb,4
1294,"[""Then didst thou trample on establish'd rules,"", ""And proudly levell'd all the ancient schools;"", ""Condemn'd those works, with praise through ages graced,"", 'Which you had never seen, or could not taste;']",aabb,4
1295,"['But would mankind have true perfection shown,', 'It must be found in labours of my own:', 'I dare to challenge, in one single piece,', 'The united force of Italy and Greece.']",aabb,4
1296,"['Thy eager hand the curtain then undrew,', 'And brought the boasted masterpiece to view.', 'Spare thy remarks--say not a single word--', 'The picture seen, why is the painter heard?']",aabb,4
1297,"['Call not up shame and anger in our cheeks;', 'Without a comment Sigismunda speaks.', 'Poor Sigismunda! what a fate is thine!', 'Dryden, the great high-priest of all the Nine,']",aabb,4
1298,"['Revived thy name, gave what a Muse could give,', 'And in his numbers bade thy memory live;', 'Gave thee those soft sensations which might move', 'And warm the coldest anchorite to love;']",aabb,4
1299,"['Gave thee that virtue, which could curb desire,', ""Refine and consecrate love's headstrong fire;"", 'Gave thee those griefs, which made the Stoic feel,', ""And call'd compassion forth from hearts of steel;""]",aabb,4
1300,"['Gave thee that firmness, which our sex may shame,', ""And make man bow to woman's juster claim;"", 'So that our tears, which from compassion flow,', 'Seem to debase thy dignity of woe.']",aabb,4
1301,"['But, oh, how much unlike! how fallen! how changed!', 'How much from Nature and herself estranged!', 'How totally deprived of all the powers', 'To show her feelings, and awaken ours,']",aabb,4
1302,"['Doth Sigismunda now devoted stand,', ""The helpless victim of a dauber's hand!"", 'But why, my Hogarth, such a progress made,', 'So rare a pattern for the sign-post trade,']",aabb,4
1303,"['In the full force and whirlwind of thy pride,', 'Why was heroic painting laid aside?', 'Why is it not resumed? thy friends at court,', 'Men all in place and power, crave thy support;']",aabb,4
1304,"['Be grateful then for once, and through the field', 'Of politics thy epic pencil wield;', 'Maintain the cause, which they, good lack! avow,', 'And would maintain too, but they know not how.']",aabb,4
1305,"['Through every pannel let thy virtue tell', ""How Bute prevail'd, how Pitt and Temple fell;"", ""How England's sons (whom they conspired to bless."", 'Against our will, with insolent success)']",aabb,4
1306,"['Approve their fall, and with addresses run--', 'How got, God knows--to hail the Scottish sun;', ""Point out our fame in war, when vengeance, hurl'd"", 'From the strong arm of Justice, shook the world;']",aabb,4
1307,"[""Thine, and thy country's honour to increase,"", 'Point out the honours of succeeding peace;', 'Our moderation, Christian-like, display,', 'Show what we got, and what we gave away;']",aabb,4
1308,"['In colours, dull and heavy as the tale,', 'Let a state-chaos through the whole prevail.', 'But, of events regardless, whilst the Muse,', 'Perhaps with too much heat, her theme pursues;']",aabb,4
1309,"[""Whilst her quick spirits rouse at Freedom's call,"", ""And every drop of blood is turn'd to gall;"", 'Whilst a dear country, and an injured friend,', 'Urge my strong anger to the bitterest end;']",aabb,4
1310,"['Whilst honest trophies to Revenge are raised,', 'Let not one real virtue pass unpraised;', 'Justice with equal course bids Satire flow,', 'And loves the virtue of her greatest foe.']",aabb,4
1311,"['Oh! that I here could that rare virtue mean,', 'Which scorns the rule of envy, pride, and spleen,', ""Which springs not from the labour'd works of art,"", 'But hath its rise from Nature in the heart;']",aabb,4
1312,"[""Which in itself with happiness is crown'd,"", 'And spreads with joy the blessing all around!', 'But truth forbids, and in these simple lays,', 'Contented with a different kind of praise,']",aabb,4
1313,"['Must Hogarth stand; that praise which Genius gives,', 'In which to latest time the artist lives,', 'But not the man; which, rightly understood,', 'May make us great, but cannot make us good:']",aabb,4
1314,"[""That praise be Hogarth's; freely let him wear"", 'The wreath which Genius wove, and planted there:', 'Foe as I am, should Envy tear it down,', 'Myself would labour to replace the crown.']",aabb,4
1315,"['In walks of humour, in that cast of style,', 'Which, probing to the quick, yet makes us smile;', 'In comedy, his natural road to fame,', 'Nor let me call it by a meaner name,']",aabb,4
1316,"['Where a beginning, middle, and an end,', ""Are aptly join'd; where parts on parts depend,"", 'Each made for each, as bodies for their soul,', 'So as to form one true and perfect whole;']",aabb,4
1317,"['Where a plain story to the eye is told,', 'Which we conceive the moment we behold,', ""Hogarth unrivall'd stands, and shall engage"", ""Unrivall'd praise to the most distant age.""]",aabb,4
1318,"['How couldst thou, then, to shame perversely run,', 'And tread that path which Nature bade thee shun?', 'Why did ambition overleap her rules,', 'And thy vast parts become the sport of fools?']",aabb,4
1319,"['By different methods different men excel;', 'But where is he who can do all things well?', 'Humour thy province, for some monstrous crime', 'Pride struck thee with the frenzy of sublime;']",aabb,4
1320,"[""But, when the work was finish'd, could thy mind"", 'So partial be, and to herself so blind,', ""What with contempt all view'd, to view with awe,"", 'Nor see those faults which every blockhead saw?']",aabb,4
1321,"['Blush, thou vain man! and if desire of fame,', 'Founded on real art, thy thoughts inflame,', 'To quick destruction Sigismunda give,', 'And let her memory die, that thine may live.']",aabb,4
1322,"['But should fond Candour, for her mercy sake,', 'With pity view, and pardon this mistake;', 'Or should Oblivion, to thy wish most kind,', 'Wipe off that stain, nor leave one trace behind;']",aabb,4
1323,"['Of arts despised, of artists, by thy frown', 'Awed from just hopes, of rising worth kept down,', 'Of all thy meanness through this mortal race,', 'Canst thou the living memory erase?']",aabb,4
1324,"['Or shall not vengeance follow to the grave,', 'And give back just that measure which you gave?', 'With so much merit, and so much success,', 'With so much power to curse, so much to bless,']",aabb,4
1325,"[""Would he have been man's friend, instead of foe,"", 'Hogarth had been a little god below.', 'Why, then, like savage giants, famed of old,', 'Of whom in Scripture story we are told,']",aabb,4
1326,"['Dost thou in cruelty that strength employ,', 'Which Nature meant to save, not to destroy?', ""Why dost thou, all in horrid pomp array'd,"", ""Sit grinning o'er the ruins thou hast made?""]",aabb,4
1327,"['Most rank ill-nature must applaud thy art,', 'But even Candour must condemn thy heart.', 'For me, who, warm and zealous for my friend,', 'In spite of railing thousands, will commend;']",aabb,4
1328,"[""And no less warm and zealous 'gainst my foes,"", 'Spite of commending thousands, will oppose,', 'I dare thy worst, with scorn behold thy rage,', 'But with an eye of pity view thy age;']",aabb,4
1329,"['Thy feeble age, in which, as in a glass,', 'We see how men to dissolution pass.', ""Thou wretched being, whom, on Reason's plan,"", 'So changed, so lost, I cannot call a man,']",aabb,4
1330,"['What could persuade thee, at this time of life,', 'To launch afresh into the sea of strife?', 'Better for thee, scarce crawling on the earth,', 'Almost as much a child as at thy birth,']",aabb,4
1331,"[""To have resign'd in peace thy parting breath,"", 'And sunk unnoticed in the arms of Death.', 'Why would thy gray, gray hairs resentment brave,', 'Thus to go down with sorrow to the grave?']",aabb,4
1332,"['Now, by my soul! it makes me blush to know,', 'My spirit could descend to such a foe:', 'Whatever cause the vengeance might provoke,', 'It seems rank cowardice to give the stroke.']",aabb,4
1333,"[""Sure 'tis a curse which angry fates impose,"", ""To mortify man's arrogance, that those"", ""Who're fashion'd of some better sort of clay,"", 'Much sooner than the common herd decay.']",aabb,4
1334,"['What bitter pangs must humbled Genius feel,', 'In their last hours to view a Swift and Steele!', 'How must ill-boding horrors fill her breast,', ""When she beholds men mark'd above the rest""]",aabb,4
1335,"['For qualities most dear, plunged from that height,', ""And sunk, deep sunk, in second childhood's night!"", 'Are men, indeed, such things? and are the best', 'More subject to this evil than the rest,']",aabb,4
1336,"['To drivel out whole years of idiot breath,', 'And sit the monuments of living death?', 'Oh, galling circumstance to human pride!', 'Abasing thought, but not to be denied!']",aabb,4
1337,"['With curious art the brain, too finely wrought,', ""Preys on herself, and is destroy'd by thought."", 'Constant attention wears the active mind,', 'Blots out her powers, and leaves a blank behind.']",aabb,4
1338,"['But let not youth, to insolence allied,', 'In heat of blood, in full career of pride,', ""Possess'd of genius, with unhallow'd rage"", 'Mock the infirmities of reverend age:']",aabb,4
1339,"['The greatest genius to this fate may bow;', 'Reynolds, in time, may be like Hogarth now.']",aabb,2
1340,"['Know then thyself, presume not God to scan;', 'The proper study of mankind is man.', ""Plac'd on this isthmus of a middle state,"", 'A being darkly wise, and rudely great:']",aabb,4
1341,"['With too much knowledge for the sceptic side,', ""With too much weakness for the stoic's pride,"", 'He hangs between; in doubt to act, or rest;', 'In doubt to deem himself a god, or beast;']",aabb,4
1342,"['In doubt his mind or body to prefer;', ""Born but to die, and reas'ning but to err;"", 'Alike in ignorance, his reason such,', 'Whether he thinks too little, or too much:']",aabb,4
1343,"[""Chaos of thought and passion, all confus'd;"", ""Still by himself abus'd, or disabus'd;"", 'Created half to rise, and half to fall;', 'Great lord of all things, yet a prey to all;']",aabb,4
1344,"[""Sole judge of truth, in endless error hurl'd:"", 'The glory, jest, and riddle of the world!', 'Go, wondrous creature! mount where science guides,', 'Go, measure earth, weigh air, and state the tides;']",aabb,4
1345,"['Instruct the planets in what orbs to run,', 'Correct old time, and regulate the sun;', ""Go, soar with Plato to th' empyreal sphere,"", 'To the first good, first perfect, and first fair;']",aabb,4
1346,"[""Or tread the mazy round his follow'rs trod,"", 'And quitting sense call imitating God;', 'As Eastern priests in giddy circles run,', 'And turn their heads to imitate the sun.']",aabb,4
1347,"['Go, teach Eternal Wisdom how to rule—', 'Then drop into thyself, and be a fool!', 'Superior beings, when of late they saw', ""A mortal Man unfold all Nature's law,""]",aabb,4
1348,"[""Admir'd such wisdom in an earthly shape,"", 'And showed a Newton as we shew an Ape.', 'Could he, whose rules the rapid comet bind,', 'Describe or fix one movement of his mind?']",aabb,4
1349,"['Who saw its fires here rise, and there descend,', 'Explain his own beginning, or his end?', ""Alas what wonder! Man's superior part"", ""Uncheck'd may rise, and climb from art to art;""]",aabb,4
1350,"['But when his own great work is but begun,', 'What Reason weaves, by Passion is undone.', 'Trace science then, with modesty thy guide;', 'First strip off all her equipage of pride;']",aabb,4
1351,"['Deduct what is but vanity, or dress,', ""Or learning's luxury, or idleness;"", 'Or tricks to show the stretch of human brain,', 'Mere curious pleasure, or ingenious pain;']",aabb,4
1352,"[""Expunge the whole, or lop th' excrescent parts"", 'Of all our Vices have created Arts;', 'Then see how little the remaining sum,', ""Which serv'd the past, and must the times to come!""]",aabb,4
1353,"['Two principles in human nature reign;', 'Self-love, to urge, and reason, to restrain;', 'Nor this a good, nor that a bad we call,', 'Each works its end, to move or govern all:']",aabb,4
1354,"['And to their proper operation still,', 'Ascribe all good; to their improper, ill.', 'Self-love, the spring of motion, acts the soul;', ""Reason's comparing balance rules the whole.""]",aabb,4
1355,"['Man, but for that, no action could attend,', 'And but for this, were active to no end:', ""Fix'd like a plant on his peculiar spot,"", 'To draw nutrition, propagate, and rot;']",aabb,4
1356,"['Or, meteor-like, flame lawless through the void,', ""Destroying others, by himself destroy'd."", 'Most strength the moving principle requires;', 'Active its task, it prompts, impels, inspires.']",aabb,4
1357,"['Sedate and quiet the comparing lies,', ""Form'd but to check, delib'rate, and advise."", 'Self-love still stronger, as its objects nigh;', ""Reason's at distance, and in prospect lie:""]",aabb,4
1358,"['That sees immediate good by present sense;', 'Reason, the future and the consequence.', 'Thicker than arguments, temptations throng,', 'At best more watchful this, but that more strong.']",aabb,4
1359,"['The action of the stronger to suspend,', 'Reason still use, to reason still attend.', 'Attention, habit and experience gains;', 'Each strengthens reason, and self-love restrains.']",aabb,4
1360,"['Let subtle schoolmen teach these friends to fight,', 'More studious to divide than to unite,', 'And grace and virtue, sense and reason split,', 'With all the rash dexterity of wit:']",aabb,4
1361,"['Wits, just like fools, at war about a name,', 'Have full as oft no meaning, or the same.', 'Self-love and reason to one end aspire,', 'Pain their aversion, pleasure their desire;']",aabb,4
1362,"['But greedy that its object would devour,', ""This taste the honey, and not wound the flow'r:"", 'Pleasure, or wrong or rightly understood,', 'Our greatest evil, or our greatest good.']",aabb,4
1363,"['Modes of self-love the passions we may call:', ""'Tis real good, or seeming, moves them all:"", 'But since not every good we can divide,', 'And reason bids us for our own provide;']",aabb,4
1364,"['Passions, though selfish, if their means be fair,', 'List under reason, and deserve her care;', 'Those, that imparted, court a nobler aim,', ""Exalt their kind, and take some virtue's name.""]",aabb,4
1365,"['In lazy apathy let Stoics boast', ""Their virtue fix'd, 'tis fix'd as in a frost;"", 'Contracted all, retiring to the breast;', 'But strength of mind is exercise, not rest:']",aabb,4
1366,"['The rising tempest puts in act the soul,', 'Parts it may ravage, but preserves the whole.', ""On life's vast ocean diversely we sail,"", 'Reason the card, but passion is the gale;']",aabb,4
1367,"['Nor God alone in the still calm we find,', 'He mounts the storm, and walks upon the wind.', 'Passions, like elements, though born to fight,', ""Yet, mix'd and soften'd, in his work unite:""]",aabb,4
1368,"[""These 'tis enough to temper and employ;"", 'But what composes man, can man destroy?', ""Suffice that reason keep to nature's road,"", 'Subject, compound them, follow her and God.']",aabb,4
1369,"[""Love, hope, and joy, fair pleasure's smiling train,"", 'Hate, fear, and grief, the family of pain,', ""These mix'd with art, and to due bounds confin'd,"", 'Make and maintain the balance of the mind:']",aabb,4
1370,"['The lights and shades, whose well accorded strife', 'Gives all the strength and colour of our life.', 'Pleasures are ever in our hands or eyes,', 'And when in act they cease, in prospect, rise:']",aabb,4
1371,"['Present to grasp, and future still to find,', 'The whole employ of body and of mind.', 'All spread their charms, but charm not all alike;', ""On diff'rent senses diff'rent objects strike;""]",aabb,4
1372,"[""Hence diff'rent passions more or less inflame,"", 'As strong or weak, the organs of the frame;', 'And hence one master passion in the breast,', ""Like Aaron's serpent, swallows up the rest.""]",aabb,4
1373,"['As man, perhaps, the moment of his breath,', 'Receives the lurking principle of death;', 'The young disease, that must subdue at length,', 'Grows with his growth, and strengthens with his strength:']",aabb,4
1374,"['So, cast and mingled with his very frame,', ""The mind's disease, its ruling passion came;"", 'Each vital humour which should feed the whole,', 'Soon flows to this, in body and in soul.']",aabb,4
1375,"['Whatever warms the heart, or fills the head,', 'As the mind opens, and its functions spread,', ""Imagination plies her dang'rous art,"", 'And pours it all upon the peccant part.']",aabb,4
1376,"['Nature its mother, habit is its nurse;', 'Wit, spirit, faculties, but make it worse;', ""Reason itself but gives it edge and pow'r;"", ""As Heav'n's blest beam turns vinegar more sour.""]",aabb,4
1377,"['We, wretched subjects, though to lawful sway,', ""In this weak queen some fav'rite still obey:"", 'Ah! if she lend not arms, as well as rules,', 'What can she more than tell us we are fools?']",aabb,4
1378,"['Teach us to mourn our nature, not to mend,', 'A sharp accuser, but a helpless friend!', 'Or from a judge turn pleader, to persuade', 'The choice we make, or justify it made;']",aabb,4
1379,"['Proud of an easy conquest all along,', 'She but removes weak passions for the strong:', 'So, when small humours gather to a gout,', ""The doctor fancies he has driv'n them out.""]",aabb,4
1380,"[""Yes, nature's road must ever be preferr'd;"", 'Reason is here no guide, but still a guard:', ""'Tis hers to rectify, not overthrow,"", 'And treat this passion more as friend than foe:']",aabb,4
1381,"[""A mightier pow'r the strong direction sends,"", ""And sev'ral men impels to sev'ral ends."", ""Like varying winds, by other passions toss'd,"", 'This drives them constant to a certain coast.']",aabb,4
1382,"[""Let pow'r or knowledge, gold or glory, please,"", 'Or (oft more strong than all) the love of ease;', ""Through life 'tis followed, ev'n at life's expense;"", ""The merchant's toil, the sage's indolence,""]",aabb,4
1383,"[""The monk's humility, the hero's pride,"", 'All, all alike, find reason on their side.', ""Th' eternal art educing good from ill,"", 'Grafts on this passion our best principle:']",aabb,4
1384,"[""'Tis thus the mercury of man is fix'd,"", ""Strong grows the virtue with his nature mix'd;"", ""The dross cements what else were too refin'd,"", 'And in one interest body acts with mind.']",aabb,4
1385,"[""As fruits, ungrateful to the planter's care,"", 'On savage stocks inserted, learn to bear;', 'The surest virtues thus from passions shoot,', ""Wild nature's vigor working at the root.""]",aabb,4
1386,"['What crops of wit and honesty appear', 'From spleen, from obstinacy, hate, or fear!', 'See anger, zeal and fortitude supply;', ""Ev'n av'rice, prudence; sloth, philosophy;""]",aabb,4
1387,"[""Lust, through some certain strainers well refin'd,"", 'Is gentle love, and charms all womankind;', ""Envy, to which th' ignoble mind's a slave,"", ""Is emulation in the learn'd or brave;""]",aabb,4
1388,"['Nor virtue, male or female, can we name,', 'But what will grow on pride, or grow on shame.', 'Thus nature gives us (let it check our pride)', 'The virtue nearest to our vice allied:']",aabb,4
1389,"['Reason the byass turns to good from ill,', 'And Nero reigns a Titus, if he will.', ""The fiery soul abhorr'd in Catiline,"", 'In Decius charms, in Curtius is divine:']",aabb,4
1390,"['The same ambition can destroy or save,', 'And make a patriot as it makes a knave.', ""This light and darkness in our chaos join'd,"", 'What shall divide? The God within the mind.']",aabb,4
1391,"['Extremes in nature equal ends produce,', 'In man they join to some mysterious use;', ""Though each by turns the other's bound invade,"", 'As, in some well-wrought picture, light and shade,']",aabb,4
1392,"[""And oft so mix, the diff'rence is too nice"", 'Where ends the virtue, or begins the vice.', 'Fools! who from hence into the notion fall,', 'That vice or virtue there is none at all.']",aabb,4
1393,"['If white and black blend, soften, and unite', 'A thousand ways, is there no black or white?', 'Ask your own heart, and nothing is so plain;', ""'Tis to mistake them, costs the time and pain.""]",aabb,4
1394,"['Vice is a monster of so frightful mien,', 'As, to be hated, needs but to be seen;', 'Yet seen too oft, familiar with her face,', 'We first endure, then pity, then embrace.']",aabb,4
1395,"[""But where th' extreme of vice, was ne'er agreed:"", ""Ask where's the North? at York, 'tis on the Tweed;"", 'In Scotland, at the Orcades; and there,', 'At Greenland, Zembla, or the Lord knows where:']",aabb,4
1396,"['No creature owns it in the first degree,', 'But thinks his neighbour farther gone than he!', ""Ev'n those who dwell beneath its very zone,"", 'Or never feel the rage, or never own;']",aabb,4
1397,"['What happier natures shrink at with affright,', 'The hard inhabitant contends is right.', ""Virtuous and vicious ev'ry man must be,"", ""Few in th' extreme, but all in the degree;""]",aabb,4
1398,"['The rogue and fool by fits is fair and wise;', ""And ev'n the best, by fits, what they despise."", ""'Tis but by parts we follow good or ill,"", 'For, vice or virtue, self directs it still;']",aabb,4
1399,"[""Each individual seeks a sev'ral goal;"", ""But heav'n's great view is one, and that the whole:"", 'That counterworks each folly and caprice;', ""That disappoints th' effect of ev'ry vice;""]",aabb,4
1400,"['That, happy frailties to all ranks applied,', 'Shame to the virgin, to the matron pride,', 'Fear to the statesman, rashness to the chief,', 'To kings presumption, and to crowds belief,']",aabb,4
1401,"[""That, virtue's ends from vanity can raise,"", ""Which seeks no int'rest, no reward but praise;"", 'And build on wants, and on defects of mind,', 'The joy, the peace, the glory of mankind.']",aabb,4
1402,"[""Heav'n forming each on other to depend,"", 'A master, or a servant, or a friend,', 'Bids each on other for assistance call,', ""'Till one man's weakness grows the strength of all.""]",aabb,4
1403,"['Wants, frailties, passions, closer still ally', ""The common int'rest, or endear the tie:"", 'To these we owe true friendship, love sincere,', 'Each home-felt joy that life inherits here;']",aabb,4
1404,"['Yet from the same we learn, in its decline,', ""Those joys, those loves, those int'rests to resign;"", 'Taught half by reason, half by mere decay,', 'To welcome death, and calmly pass away.']",aabb,4
1405,"[""Whate'er the passion, knowledge, fame, or pelf,"", 'Not one will change his neighbour with himself.', ""The learn'd is happy nature to explore,"", 'The fool is happy that he knows no more;']",aabb,4
1406,"[""The rich is happy in the plenty giv'n,"", ""The poor contents him with the care of heav'n."", 'See the blind beggar dance, the cripple sing,', 'The sot a hero, lunatic a king;']",aabb,4
1407,"['The starving chemist in his golden views', 'Supremely blest, the poet in his Muse.', ""See some strange comfort ev'ry state attend,"", ""And pride bestow'd on all, a common friend;""]",aabb,4
1408,"[""See some fit passion ev'ry age supply,"", 'Hope travels through, nor quits us when we die.', ""Behold the child, by nature's kindly law,"", ""Pleas'd with a rattle, tickl'd with a straw:""]",aabb,4
1409,"['Some livelier plaything gives his youth delight,', 'A little louder, but as empty quite:', 'Scarfs, garters, gold, amuse his riper stage,', ""And beads and pray'r books are the toys of age:""]",aabb,4
1410,"[""Pleas'd with this bauble still, as that before;"", ""'Till tir'd he sleeps, and life's poor play is o'er!"", 'Meanwhile opinion gilds with varying rays', 'Those painted clouds that beautify our days;']",aabb,4
1411,"['Each want of happiness by hope supplied,', 'And each vacuity of sense by Pride:', 'These build as fast as knowledge can destroy;', ""In folly's cup still laughs the bubble, joy;""]",aabb,4
1412,"['One prospect lost, another still we gain;', ""And not a vanity is giv'n in vain;"", ""Ev'n mean self-love becomes, by force divine,"", ""The scale to measure others' wants by thine.""]",aabb,4
1413,"['See! and confess, one comfort still must rise,', ""'Tis this: Though man's a fool, yet God is wise.""]",aabb,2
1414,"['Awake, my St. John! leave all meaner things', 'To low ambition, and the pride of kings.', 'Let us (since life can little more supply', 'Than just to look about us and to die)']",aabb,4
1415,"[""Expatiate free o'er all this scene of man;"", 'A mighty maze! but not without a plan;', ""A wild, where weeds and flow'rs promiscuous shoot;"", 'Or garden, tempting with forbidden fruit.']",aabb,4
1416,"['Together let us beat this ample field,', 'Try what the open, what the covert yield;', 'The latent tracts, the giddy heights explore', 'Of all who blindly creep, or sightless soar;']",aabb,4
1417,"[""Eye Nature's walks, shoot folly as it flies,"", 'And catch the manners living as they rise;', 'Say first, of God above, or man below,', 'What can we reason, but from what we know?']",aabb,4
1418,"['Of man what see we, but his station here,', 'From which to reason, or to which refer?', ""Through worlds unnumber'd though the God be known,"", ""'Tis ours to trace him only in our own.""]",aabb,4
1419,"['He, who through vast immensity can pierce,', 'See worlds on worlds compose one universe,', 'Observe how system into system runs,', 'What other planets circle other suns,']",aabb,4
1420,"[""What varied being peoples ev'ry star,"", ""May tell why Heav'n has made us as we are."", 'Is the great chain, that draws all to agree,', 'And drawn supports, upheld by God, or thee?']",aabb,4
1421,"['Presumptuous man! the reason wouldst thou find,', ""Why form'd so weak, so little, and so blind?"", 'First, if thou canst, the harder reason guess,', ""Why form'd no weaker, blinder, and no less?""]",aabb,4
